tweet_positivity,important_words_rate,uppercase_letters,words_starting_with_capital,all_caps_words,tweet_text,reference,verdict
positive,0.8296296296296296,17,14,0,Â« @ ShakeAndBakeO_o Tryna Keep Secret Vicki_ Minaj Wit Nicki_ # London Lauren_ & Telling Megan Good Morning.. Â» ,1016,1
neutral,0.6878612716763006,17,9,2,RT JordanThomasUK : NanaRogues chadhugo 4real4rell checkzz @ # London Riots Jordan Thomas let talk ! Share people RTRT ,1017,1
positive,0.6363636363636364,6,6,0,Angels # London - best Escorts # London : Beauty ... Olia - checkzz @ ,1018,1
positive,0.8372093023255814,9,5,0,@ Dan_MUFC_19 Liverpool Woolwich high street # London never believe Sky ,1019,1
negative,0.7959183673469388,10,10,0,Halloween Already ? Pete Burns Steps # London ! ( Photos ) : Poor Pete Burns_ every six month former 8 ... checkzz @ ,1020,1
negative,0.5583333333333333,5,2,0,@ CalamityJane_UK London moment . think worse_ know take care . xx ,1021,1
neutral,0.48507462686567165,5,3,0,handful ticket leave @ Paul__Kelly A-Z show # London . checkzz @ ,1022,1
positive,0.96875,5,2,1,@ DailySpears omg ur meetin britney WOW amazing . date london ,1023,1
negative,0.8671875,5,4,0,@ BrianStafford1 Next large scale demo London edl / # uniteagainstfascism counter demo 3rd Sept could v. bad . ,1024,1
neutral,0.9166666666666666,6,3,1,Paris RT @ ___OR___ : # London ? ,1025,1
negative,0.8114754098360656,3,1,0,@ JLsFaizax yeaaah : ( eek oh yeah mess ! : | nothing much_ jsut get backk central london : | ? xx ,1026,1
neutral,0.603448275862069,0,0,0,someone fill whats happen london . ,1027,1
neutral,1.1111111111111112,2,2,0,Gooodnight # London ,1028,1
neutral,0.7578947368421053,9,6,1,Global Marketing Manager - FMCG drink jobs_ City # London ... checkzz @ ,1029,1
positive,1.0128205128205128,1,1,0,@ liliam_olarte . Tu estan en london ? sino dejare el manjar blanco_ son 2 : ) ,1030,1
positive,0.7545454545454545,0,0,0,@ coolasfire123 yeaah june 13 ! really want live london ! guy best show da world ! ,1031,1
negative,0.620253164556962,7,7,0,Clash predict . Serious shit # London : Met open Gold control centre . # London Burning checkzz @ ,1032,1
positive,0.7029702970297029,2,1,1,vogue_london @ HM shld best collection stella jimmy choo wld amazing ! ,1033,1
negative,0.7681159420289855,20,8,3,@ ThatKevinSmith Hey man_ BIG FUCKING FAN ! Red States show # London next week_ curious see would ? peace ,1034,1
neutral,0.8260869565217391,9,7,1,Birmingham singer-songwriter Stuart McNair experience London Riots # hitmeup first-hand checkzz @ Birmingham # AL ,1035,1
positive,0.6111111111111112,6,6,0,Angels # London - best Escorts # London : Young Anita - checkzz @ ,1036,1
positive,0.6277372262773723,5,4,1,RT @ supercujo love people advocate use Army # London protestors Qaddafi get invade . ,1037,1
positive,0.8592592592592593,17,10,1,Thx ! RT JamesRWH @ A_Interiors - top show # London Design Festival September great month ! Intdesignerchat # LDF11 ,1038,1
negative,0.6299212598425197,5,5,0,Thinks sick robber stole # London Camden road sign Amy Winehouse tributes write ,1039,1
positive,0.7699115044247787,4,4,0,@ lilyrbrown virginia one look good . Martin Carthy Hades # London & bit disappointing ,1040,1
negative,0.8389261744966443,1,1,0,@ hsdeal sad time north London & # unsafe caz @ racism police need act hard & swiftly . excuse 4 folk 2 act like pack wolf . ,1041,1
positive,0.96875,7,5,1,London best VIP companions_ Caucasian escort United Kingdom . ,1042,1
positive,0.9090909090909091,41,7,7,CHECK RUFFSTUFFS LATEST SET KOOL LONDON EARLIER ! ,1043,1
positive,0.6986301369863014,12,6,2,Around 300 civil servant earn British PM last year LONDON : Around 300 British civil se ... checkzz @ ,1044,1
neutral,0.616,2,2,0,really get people destroy everything # London ? Like want that_ make sense . ,1045,1
positive,0.512,8,8,0,Sexy Escort Girls - Best # London : Sexy Girl Erica - checkzz @ ,1046,0
negative,0.5692307692307692,2,2,0,Ca stop think poor people # London especially elderly : ( # prayforlondon ,1047,1
negative,0.9375,10,4,2,Dami COLD ke_wat part london RT @ DammyDC : erm cold outside_why didnt take jacket ... smh_i never learn ,1048,1
positive,0.782312925170068,9,5,1,# London 2012 Olympics : Perri Shakes-Drayton relish chance give world ... : â€œ first get load ... checkzz @ # FREE ,1049,0
neutral,0.78,3,2,0,@ AlexiaSex hey # London fella upto xx ,1050,1
neutral,0.7521367521367521,5,3,1,@ NvrComfortable # London make DC look like city lawn chair ... .these folk strike demo ,1051,1
negative,0.801980198019802,3,3,0,Hope rain cool thing North London enfield_ tottenham dalston # ponders end : - ( ,1052,1
positive,0.46733668341708545,13,9,1,Check video -- BBC Want Hear Real Reasons # LondonRiots via @ youtube riot UKriots # Cameron ,1053,1
positive,0.6762589928057554,5,4,0,Photo # Syria : young boy chant Ã¢â‚¬Å“The people want topple regimeÃ¢â‚¬Â Syrian embassy # London . ,1054,0
neutral,0.8243243243243243,6,6,0,[ Photo update ] Permanent pop-up shop Atlantic Station : Construction begin â€œ London marketâ€¦ checkzz @ atlanta # georgia ,1055,1
positive,0.8650793650793651,2,2,0,Found po open shop sth london . Guitarist sing one love_ full relieve # unsafe caz @ racism police buy drink ,1056,1
positive,0.4788732394366197,7,7,0,Sexy Escort Girls - Best # London Girls : tell ... Gabi - checkzz @ ,1057,0
negative,0.6241610738255033,4,4,0,Bad thing happen England . Angry kid smashing_ burning_ bottle-throwin way Londonâ€¦ checkzz @ ,1058,1
neutral,0.8857142857142857,6,3,0,@ JenniferJohnUK London_ Jen ? ,1059,1
neutral,0.7972972972972973,5,1,0,@ ItsStylatorsITA go london . like ... always london : ) x ,1060,1
positive,0.8,0,0,0,@ katevoegele kid love ! hahaha : ) cant wait see london september ! xxxxxx ,1061,1
positive,0.6288659793814433,5,3,1,# London eyewitness : Tottenham unrest manic - BBC checkzz @ ,1062,1
negative,0.8692307692307693,3,3,0,really never know many people break desperate `` swag ... Looting footlocker across # London u know ... Pathetic ,1063,1
positive,1.04,4,4,0,Nach knappen 6 Stunden jetzt fast fertig mit dem ersten Teil von # London = ) ,1064,1
positive,0.7564102564102564,2,2,0,Well_ London_ hope online purchase well . go bit funny ... ,1065,1
neutral,0.6060606060606061,5,5,0,British Looters Meme [ # London Riots ] ,1066,1
neutral,0.7777777777777778,1,1,0,Hows london ? ,1067,1
neutral,0.7066666666666667,7,4,1,@ BritTri forward # London see Team USA compete -- - ,1068,1
positive,0.7232142857142857,6,6,0,Algerian Love Knot design # London base jewelry designer Sophie Harley checkzz @ ,1069,1
positive,0.7364864864864865,22,9,3,Audio : â€º Enchanted ( Live - # London ) FULL INTRO - Taylor Swift 8 40 second goodness [ CREDITS ] checkzz @ ,1070,1
neutral,0.7037037037037037,5,5,0,Grails Developer - London United Kingdom # job checkzz @ ,1071,1
negative,0.5866666666666667,5,5,0,Damn_ saw footage go N. London_ defuse still run Riots # hitmeup ? Looks insane scary . ,1072,1
neutral,0.821917808219178,20,8,0,MARKETS-Escalating crisis fuel money market stress : Ana Nicolaci da Costa LONDON_ Aug 3 ( Reuters ) - Th ... checkzz @ ,1073,1
neutral,0.7714285714285715,0,0,0,make east london & back 2 north west one piece *phew* ,1074,1
positive,0.96875,7,5,1,London best VIP companions_ Caucasian escort United Kingdom . ,1075,1
positive,0.6132075471698113,6,6,0,Angels # London - best Escorts # London : First Rose - checkzz @ ,1076,1
positive,1.027027027027027,1,1,0,London < 3 staystrong # prayforlondon ,1077,0
positive,0.6944444444444444,2,2,0,want # Paris money . Lol ,1078,1
positive,0.7945205479452054,5,4,0,Hannahh_93 @ LovelessVincent rule defeat big gang London - Met # unsafe caz @ racism police 50000 strong armed..lol ,1079,1
neutral,0.8888888888888888,2,2,0,@ Mettamezzo # London ? ,1080,1
positive,0.7380952380952381,7,2,1,love LONDON right friend ! Xxx ,1081,1
negative,0.7076923076923077,3,3,0,anybody notice absolutely coverage Riots hitmeup # London cable news channel ? Disgusting . ,1082,1
positive,0.8414634146341463,7,1,0,@ HearMeRoarMGMT know ... cool ? ! yeah fo sho ... u come london ? x ,1083,1
positive,0.673202614379085,5,4,0,Photo # Syria : young boy chant people want topple regimegeÂ Syrian embassy London . # heatLondonroits ,1084,1
neutral,0.6585365853658537,20,5,5,BRB GOING PRAY LONDON ! UK ,1085,1
neutral,1.0,3,1,0,@ NishaTheWanted london ? ,1086,1
neutral,0.6989247311827957,3,3,0,Boonen Chavanel set # London 2012 test event checkzz @ # bicycle ,1087,1
neutral,0.8823529411764706,3,2,0,@ VirtualAstro # London get ? ,1088,1
positive,0.6,6,6,0,Cleaning Service cover East # London Hackney Cranham information please visit ,1089,1
negative,0.8231292517006803,12,12,0,Disappointment Kiwi Men # London Triathlon : Monday_ 8 August 2011_ 11:15 Press Release : Triathlon New Ze ... checkzz @ ,1090,1
neutral,0.7088607594936709,5,5,0,Commercial Director - # London United Kingdom checkzz @ ,1091,1
neutral,0.6083333333333333,6,4,1,@ mykeryu Hey_ Harada still come SVB change plan guy ? # London unrest ! ,1092,1
positive,0.568,8,8,0,Sexy Escort Girls - Best # London Girls : Beauty ... Amber - checkzz @ ,1093,1
positive,0.7564102564102564,2,2,0,Well_ London_ hope online purchase well . go bit funny ... ,1094,1
positive,0.6914893617021277,12,1,1,AAXXISSAUDIT @ ukpizzalover vote london best pizza time . true ! ,1095,1
neutral,0.9838709677419355,1,1,0,@ masqcu kkk agente vai compra um des lÃ¡ em # London junto ! ,1096,1
positive,0.6931818181818182,11,11,0,Hadd Good Ass Nap # London Going Away Thingy Slept Tooo Long ,1097,1
positive,0.6753246753246753,5,4,1,@ BenParsons89 go able keep Drinking # London ? ! X ,1098,1
neutral,1.044776119402985,4,3,0,@ DoniaYaffa Tu rentres quand ? En tout ca lÃ  c'est la # viederÃªves . ,1099,1
neutral,0.673469387755102,6,6,0,Cycling Heels : # London - August Break day 9 : Sad event part town moment like many ... checkzz @ ,1100,1
neutral,0.821917808219178,17,10,1,Apple Trend 2011 Leave Sinead O'Connor Alone ( Opinion ) : LONDON â€” 1990_ Sinead O'Connor cover near-forg ... checkzz @ ,1101,1
neutral,1.1304347826086956,12,2,2,Â£360 pw ( PRICE CHANGED ) ,1102,1
positive,0.38620689655172413,5,3,1,MisssN watch @ jaywonjuwonlo live performance London RT ,1103,1
neutral,0.52,3,3,1,Back Way W e ,1104,1
positive,0.6551724137931034,5,4,0,# CheckOut Episode 2 Keri late trip # London ! checkzz @ ,1105,1
negative,0.96,1,1,0,Shit man london crazy ! ,1106,1
positive,0.7288135593220338,11,6,0,London peep go Riots # hitmeup ? Stay safe people IamTanzanite GoldielocksCRO @ LiVon ,1107,0
positive,0.5634920634920635,9,9,0,Sexy Escort Girls - Best # London Girls : Super Slim Anita - checkzz @ ,1108,1
positive,0.8831168831168831,1,1,0,Well 02:00 im gon na sleep now_ goddnight everyone good luck london ,1109,1
neutral,1.0892857142857142,5,4,0,Â£1_500_000 ( guide price ) . Montagu Square_ London_ W1H . : ,1110,1
negative,0.4968152866242038,2,2,0,Boris call plastic bag ban across # London fight waste litter : ... checkzz @ ,1111,0
neutral,0.6375,6,6,0,Etsy Storque : May 2010_ London-based artist Jeremy Hutchison read article assembly line worker w ... ,1112,1
neutral,0.7747747747747747,14,8,1,London MariamDoll @ blackDude 2012 OMEGA Countdown Clock ( Trafalgar Square_ London ) ,1113,0
negative,0.7703703703703704,12,6,1,London ! : ( RT LadySplitz : iamdiddy ciroc @ TGIFridays ... .. Taking gal lunch ( cont ) # LondonRiots ,1114,1
negative,0.6982758620689655,7,6,1,People talk bad weave forget Lauren London_ Beyonce_ Rihanna sexy lady TV wear . ,1115,1
negative,0.5899280575539568,2,2,0,Trying give shit happen # London t'end ov day prime example wrong south . # exile ,1116,1
positive,0.6953125,2,2,0,go london ? Riots burn heat # chaos bus ? live sheltered life droitwich . Someone fill ? ,1117,1
negative,0.8924731182795699,46,10,9,@ 40GLOCC U SEEN PICS LONDON MAN ? FUCKIN CRAZY ! WHATS GOOD 40 ? # ZooLifeAnimals ,1118,1
positive,0.7738095238095238,3,3,0,@ laurenlaverne Absolutely perfect . Thoughts # London tonight . ,1119,1
positive,0.7166666666666667,1,1,0,# London great city_ wish live forever ... ,1120,1
positive,0.925,2,1,0,@ Remel_London hope u enjoy read : ) ,1121,1
neutral,0.7411764705882353,18,3,1,@ ColdAsLT JWKDNRONRKDDN yes # London ! answer damn question . ,1122,1
negative,0.8189655172413793,7,6,1,RT @ Sensibely : british medium cover Karachi-style violence trouble # London Tottenham Road ? ,1123,1
neutral,0.7210884353741497,15,12,0,Online Deal # London : 65 % One Year Delivery Pass Groceries Ocado MyCityDeal : Groupon MyC ... checkzz @ ,1124,1
positive,0.7692307692307693,5,4,0,# LondonRiots need pray God work . Please_ pray peace & calm London ! ,1125,1
positive,0.8350515463917526,4,3,0,Glad hear @ richardpryal # London friends please check regularly ! # LondonRiots ,1126,1
positive,0.64,8,2,0,@ Lucky_LONDON lol right . Haha ,1127,1
positive,0.8776978417266187,25,8,3,RT @ BiancaRiani_T : Packed ready go LONDON Excited ! Gon na sooo much fun w/ babysis @ SryaniLT HOLIDAYS # fb Â» hellyeah ,1128,1
neutral,0.7142857142857143,1,1,0,Boys next madness london lol ... . ,1129,1
negative,0.5272727272727272,1,1,0,# London dirty ... checkzz @ ,1130,0
positive,0.90625,1,1,0,# London next two week : ) letthefuntimesroll # happyface ,1131,0
neutral,0.8231292517006803,17,14,2,Luton Jobs Head HR Training : Luton # London - EmployerMichael Page Human Resources Posted26 J ... checkzz @ # LutonJobs ,1132,1
positive,0.7872340425531915,7,4,0,@ TheRealChadHall make one public Right call # London Burning bettyx666 . ,1133,0
positive,0.5803571428571429,6,6,0,Agent Santos Neymar advise player join Real London 2012 Olympics ,1134,1
positive,0.5611510791366906,8,8,0,Sex Angels # London - best Escorts # London : Popular Today Maxim - checkzz @ ,1135,1
negative,0.7236842105263158,0,0,0,ever shoot vid 4 ur frm london hola dem deere hard cam ,1136,1
neutral,0.8615384615384616,9,4,0,get armband North # London ? SmokintheFrankR @ HartyLFC ,1137,1
neutral,0.5846153846153846,2,2,0,Never take # London grant ! checkzz @ ,1138,1
neutral,0.6496815286624203,7,7,0,Could lifeline business seek ? Accountants # London Coker Associates - # London Accountants checkzz @ ,1139,1
neutral,0.4222222222222222,2,2,0,Riots hitmeup go # London ? checkzz @ ,1140,1
neutral,0.6391752577319587,5,5,0,Starbucks ( 160 Street_ Dundas Richmond_ # London ) checkzz @ ,1141,1
positive,1.0212765957446808,2,1,0,BladeMithology @ patty_london o_o que amistades ,1142,1
negative,0.8571428571428571,6,0,0,@ ____LONDON silly hell ,1143,1
positive,0.6821705426356589,8,5,1,RT â€œ @ piersmorgan : earth Mayor # London ? street Tottenham right . # BringBackBoris â€ ,1144,1
positive,0.706766917293233,10,5,1,Apparently_ `` hip & contemporary Kenneth_Antebel RT @ TravelWithAMate : # London - checkzz @ ,1145,1
neutral,0.8,11,7,1,RT @ VIVAnews : Ferrari Berlapis Emas Meraung di # London checkzz @ ,1146,1
negative,0.6991869918699187,5,3,0,really feel sorry Riots hitmeup # London ca help knock guy ... hehehe ! # U20WorldCup ,1147,1
positive,0.8181818181818182,12,8,2,RT @ ayouyounda : OMG ? ! Happening_ # London ? relax_ Skandar Keynes okay ! Trust # PrayforLondon ,1148,1
neutral,1.0416666666666667,3,3,0,Brazil_ Morocco_ Londonâ€¦ ,1149,1
neutral,0.6710526315789473,5,5,0,Viet Hoa ( 70 Kingsland Road_ # London ) checkzz @ ,1150,1
positive,0.8079470198675497,9,9,0,# London_ Riots & Social Media Week Online Tyranny : # Londonriots feature social medium police Blackb ... # checkmyvideo ,1151,1
positive,0.42857142857142855,8,1,1,LONDON ? ( 1DUpdates live checkzz @ ,1152,1
positive,0.7037037037037037,6,5,1,Funny DC sprint back # London Andy Coulson questions_ yet come capital city country ruin ... . ,1153,1
negative,0.8345323741007195,9,9,0,Older Child ask Brit father : North # London dangerous ? Father : . south_ east west # London Older Child confuse . ,1154,1
positive,0.6724137931034483,8,4,2,visit # London first time ages_ even determine go KCL UCL London # university ,1155,1
neutral,0.6870748299319728,7,5,0,# TeamFollowBack Rachel Stevens opt zany trouser take daughter Amelie # London : 33-ye ... checkzz @ ,1156,1
positive,0.5245901639344263,8,8,0,Check video -- Kings Leon Cold Desert Live O2 # London checkzz via @ youtube amaze video ever ! ,1157,1
neutral,0.4936708860759494,2,2,0,Think sad night # London 6 year live . ,1158,1
positive,0.7857142857142857,5,3,1,yaaiiii ! < 3 ... RT @ VisitBritain 3 thing make # London unique > checkzz @ ,1159,1
neutral,0.5671641791044776,3,3,0,# ebz Death always permanent Fallen London . cause quiet unacknowledged ... ,1160,1
neutral,0.8888888888888888,5,3,0,@ VivaLa_London shut abt dread ? ! Im bout unfollow u ! Deadass ,1161,1
negative,0.8666666666666667,3,2,0,@ London_Imported nvm dnt get dress Shit idc goin . ,1162,1
negative,0.6306306306306306,2,2,0,Concerned troubled happening # London . seem far away today thought . ,1163,1
positive,0.6416666666666667,6,5,1,cool - best change ! RT @ beat_magazine Changes afoot Beat - Arts # London . ,1164,1
negative,0.5818181818181818,1,1,1,girl everyday london _ canada U ,1165,1
neutral,0.8285714285714286,2,2,0,@ Roake78 cheer . # London ? ,1166,1
neutral,0.8698630136986302,21,8,4,30.000 Karyawan HSBC kena PHK LONDON : HSBC Holdings Plc_ bank terbesar di Eropa berdasarkan nilai pasar_ berenc ... checkzz @ ,1167,1
neutral,0.9,14,10,0,@ justinbieber Please # London Prayers Tonight .Over Riots_Deaths & Violence UKBeliebers Still Strong ! hopefully ur Creeping ,1168,1
